vac.json,vac,0,,-0.365540567,-0.067355552,-269.5066333
vac-h2.json,vac*H₂,0,,-0.431022009,-0.805734654,-279.6334411
clean-hs.json,clean(HS),0,,-0.508827983,-1.122946035,-277.7392645
clean-is.json,clean(IS),0,,-0.423357238,-0.857558242,-277.8766255
clean-ls.json,clean(LS),0,,-0.423198992,-0.700218202,-276.1035022
oh-hs.json,*OH(HS),1,,-0.446720644,-0.686989789,-288.3778816
oh-is.json,*OH(IS),1,,-0.492139906,-0.541731106,-288.163198
oh-ls.json,*OH(LS),1,,-0.480707634,-0.5954639,-287.6510524
o-hs.json,*O(HS),0,,-0.403837006,0.081693192,-283.1041241
o-is.json,*O(IS),0,,-0.45657631,-0.400049232,-282.9135828
o-ls.json,*O(LS),0,,-0.440727111,-0.44966613,-282.5072556
oh-oh-hs.json,*OH+*OH(HS),2,,-0.559510132,-0.434283497,-297.2683857
oh-oh-is.json,*OH+*OH(IS),2,,-0.527774846,-0.478212021,-297.1872205
oh-oh-ls.json,*OH+*OH(LS),2,,-0.595725402,-0.417752952,-296.9785011
oh-o-hs.json,*OH+*O(HS),1,,-0.4744037,0.043394339,-292.0371374
oh-o-ls.json,*OH+*O(LS),1,,-0.460480181,-0.130082917,-292.5135879
o-o-hs.json,*O+*O(HS),0,,-0.512991583,-0.069278216,-286.0865105
o-o-ls.json,*O+*O(LS),0,,-0.487002179,-0.066042884,-286.6234248